"","NCT.Number","Recruitment","Conditions","Interventions","Sponsor.Collaborators","Phases","Enrollment","Funded.Bys","Study.Type","Start.Date","Completion.Date","country","start_year","Completion_year","start_month","Completion_month","duration","ROR"
"6135","NCT01738152","Recruiting","Breast Cancer","Other: HLA vaginal gel (HyaloGYN®),|Behavioral: questionnaires","Memorial Sloan Kettering Cancer Center","NA","60","Other","Interventional","November 2012","November 2018","United States of America","2012","2018","11","11","72","0.833333333333333"
"6136","NCT00917748","Completed","Breast Cancer","Drug: DOCETAXEL(XRP6976) + MODAFINIL|Drug: Modafinil|Drug: Placebo of Modafinil","Sanofi","Phase 3","84","Industry","Interventional","June 2009","March 2011","Australia","2009","2011","6","3","21","4"
"6137","NCT02206334","Recruiting","Breast Cancer","Radiation: Stereotactic Radiosurgery","NRG Oncology","NA","84","Other|NIH","Interventional","August 2014","February 2023","Switzerland","2014","2023","8","2","102","0.823529411764706"
"6138","NCT03280719","Recruiting","Breast Cancer","Device: Prone Radiotherapy|Radiation: Acceleration|Device: Supine Radiotherapy|Radiation: Hypofractionation","University Ghent","NA","388","Other","Interventional","September 15, 2017","August 2025","Belgium","2017","2025","9","8","95","4.08421052631579"
"6139","NCT02892006","Recruiting","Breast Cancer","Behavioral: Improvisational Comedy","Cedars-Sinai Medical Center","NA","18","Other","Interventional","November 30, 2016","December 31, 2018","United States of America","2016","2018","11","12","25","0.72"
"6140","NCT03348293","Recruiting","Breast Cancer","Procedure: 3D printing","Xijing Hospital","Phase 1","30","Other","Interventional","December 30, 2017","December 30, 2025","China","2017","2025","12","12","96","0.3125"
"6141","NCT00548236","Active, not recruiting","Breast Cancer","Behavioral: Telephone-Based exercise intervention","Dana-Farber Cancer Institute","NA","120","Other","Interventional","October 2007","July 2017","United States of America","2007","2017","10","7","117","1.02564102564103"
"6142","NCT02403271","Completed","Breast Cancer","Drug: Ibrutinib|Drug: Durvalumab (MEDI4736)","Pharmacyclics LLC.","Phase 1|Phase 2","124","Industry","Interventional","March 2015","August 2017","United States of America","2015","2017","3","8","29","4.27586206896552"
"6143","NCT01547845","Completed","Breast Cancer","NA","National Cancer Institute (NCI)","NA","2550","NIH","Observational","February 10, 2012","null","United States of America","2012","NA","2","NA","NA","NA"
"6144","NCT03060941","Recruiting","Breast Cancer","Behavioral: Physical activity education|Behavioral: Facility access|Behavioral: Supervised exercise sessions|Behavioral: Self-monitoring (Fitbit)|Behavioral: Active living counseling","University of Texas Southwestern Medical Center","NA","500","Other","Interventional","December 4, 2017","October 2018","United States of America","2017","2018","12","10","10","50"
"6145","NCT02883361","Not yet recruiting","Breast Cancer","Behavioral: Motivational enhancement therapy|Behavioral: Attention Control","University of Calgary","Phase 2|Phase 3","128","Other","Interventional","October 2016","January 2020","Canada","2016","2020","10","1","39","3.28205128205128"
"6146","NCT01617915","Active, not recruiting","Breast Cancer","NA","Dartmouth-Hitchcock Medical Center","NA","6","Other","Observational","October 2012","June 2018","United States of America","2012","2018","10","6","68","0.0882352941176471"
"6147","NCT02839473","Completed","Breast Cancer","Device: Castalie water spray|Device: Hydrogel Hydrosorb®","Institut Curie","Phase 3","278","Other","Interventional","March 2010","July 2014","France","2010","2014","3","7","52","5.34615384615385"
"6148","NCT02228200","Completed","Breast Cancer","Behavioral: Nurse-led care|Behavioral: Routine care","The Hong Kong Polytechnic University","NA","150","Other","Interventional","June 2012","January 2014","China","2012","2014","6","1","19","7.89473684210526"
"6149","NCT02739425","Recruiting","Breast Cancer","Device: Sentimag Device","The Royal Wolverhampton Hospitals NHS Trust","NA","283","Other","Interventional","September 22, 2016","December 2017","United Kingdom","2016","2017","9","12","15","18.8666666666667"
"6150","NCT00812864","Completed","Breast Cancer","Drug: Capecitabine","University Hospital, Limoges","Phase 4","20","Other","Interventional","January 2009","November 2012","France","2009","2012","1","11","46","0.434782608695652"
"6151","NCT03116048","Active, not recruiting","Breast Cancer","Other: Chronic pain evaluation","GZA Ziekenhuizen Campus Sint-Augustinus","NA","121","Other","Interventional","May 2, 2017","September 24, 2017","Belgium","2017","2017","5","9","4","30.25"
"6152","NCT02625506","Unknown status","Breast Cancer","Drug: Levobupivacaine|Drug: Levobupivacaine and Tramadol","Mansoura University","NA","60","Other","Interventional","June 2015","January 2016","Egypt","2015","2016","6","1","7","8.57142857142857"
"6153","NCT00601406","Unknown status","Breast Cancer","Genetic: gene expression analysis|Genetic: gene rearrangement analysis|Genetic: polymorphism analysis|Other: laboratory biomarker analysis|Radiation: radiation therapy","The Christie NHS Foundation Trust","NA","2200","Other","Interventional","March 2006","null","United Kingdom","2006","NA","3","NA","NA","NA"
"6154","NCT01152775","Unknown status","Breast Cancer","Other: This group of patients will be exposed to multimedia|Other: No Media","McGill University Health Center","NA","60","Other","Interventional","April 2010","January 2013","Canada","2010","2013","4","1","33","1.81818181818182"
"6155","NCT02276300","Recruiting","Breast Cancer","Drug: Cyclophosphamide|Drug: Sargramostim|Drug: HER2-Peptid-Vakzine|Drug: Imiquimod","Technische Universität München","Phase 1","12","Other","Interventional","December 2014","April 2017","Germany","2014","2017","12","4","28","0.428571428571429"
"6156","NCT01116869","Unknown status","Breast Cancer","NA","Johnson & Johnson Medical, China","NA","500","Industry","Observational","March 2010","December 2013","China","2010","2013","3","12","45","11.1111111111111"
"6157","NCT01432145","Completed","Breast Cancer","Drug: 6-Mercaptopurine|Drug: Methotrexate","University of Oxford","Phase 2","74","Other","Interventional","May 2011","May 2015","United Kingdom","2011","2015","5","5","48","1.54166666666667"
"6158","NCT00287482","Terminated","Breast Cancer","Drug: Essiac","Women and Infants Hospital of Rhode Island","NA","20","Other","Interventional","October 2005","July 2007","United States of America","2005","2007","10","7","21","0.952380952380952"
"6159","NCT01621659","Recruiting","Breast Cancer","Behavioral: Multidisciplinary team intervention","University of Alberta","Phase 2","282","Other","Interventional","May 2014","May 2018","Canada","2014","2018","5","5","48","5.875"
"6160","NCT01487343","Completed","Breast Cancer","Behavioral: questionnaire and interview","Memorial Sloan Kettering Cancer Center","NA","79","Other","Observational","November 2011","November 2016","United States of America","2011","2016","11","11","60","1.31666666666667"
"6161","NCT02341235","Recruiting","Breast Cancer","Behavioral: Game intervention|Behavioral: Standard intervention","The University of Texas Medical Branch, Galveston","NA","120","Other","Interventional","February 2015","December 2019","United States of America","2015","2019","2","12","58","2.06896551724138"
"6162","NCT01167842","Recruiting","Breast Cancer","NA","University of Washington","NA","150","Other|NIH","Observational","October 2009","June 2019","United States of America","2009","2019","10","6","116","1.29310344827586"
"6163","NCT02415725","Unknown status","Breast Cancer","Drug: Indocyanine Green","Centre Hospitalier Universitaire Saint Pierre","NA","120","Other","Interventional","September 2014","January 2018","Belgium","2014","2018","9","1","40","3"
"6164","NCT01084642","Completed","Breast Cancer","NA","Memorial Sloan Kettering Cancer Center","NA","229","Other","Observational","March 4, 2010","July 3, 2017","United States of America","2010","2017","3","7","88","2.60227272727273"
"6165","NCT01855607","Unknown status","Breast Cancer","Other: topical menthol|Other: placebo cream","Columbia University","Phase 2","60","Other","Interventional","August 2013","July 2016","United States of America","2013","2016","8","7","35","1.71428571428571"
"6166","NCT00372840","Active, not recruiting","Breast Cancer","Other: educational intervention|Procedure: psychosocial assessment and care|Procedure: quality-of-life assessment","Fox Chase Cancer Center","NA","332","Other|NIH","Interventional","May 2006","null","United States of America","2006","NA","5","NA","NA","NA"
"6167","NCT02165839","Recruiting","Breast Cancer","Behavioral: Brief Behavioral Therapy for Insomnia (BBT-I)|Behavioral: Healthy Eating Education Learning (HEAL)","Stanford University","NA","180","Other","Interventional","January 2015","January 2020","United States of America","2015","2020","1","1","60","3"
"6168","NCT01649505","Terminated","Breast Cancer","Drug: fibrin sealant (Beriplast P, TISSEEL VH)|Procedure: breast reconstruction","OHSU Knight Cancer Institute","NA","2","Other|NIH","Interventional","January 2011","January 2012","United States of America","2011","2012","1","1","12","0.166666666666667"
"6169","NCT02056067","Completed","Breast Cancer","Behavioral: Exercise|Behavioral: Attention Control (Health Education)","Yale University","NA","121","Other","Interventional","June 2009","June 2013","United States of America","2009","2013","6","6","48","2.52083333333333"
"6170","NCT01796977","Terminated","Breast Cancer","Device: OxyGenesys Dissolved Oxygen Dressing|Device: Standard Gauze Dressing","Halyard Health","NA","27","Industry","Interventional","December 2012","November 2013","United States of America","2012","2013","12","11","11","2.45454545454545"
"6171","NCT02005458","Active, not recruiting","Breast Cancer","Drug: YPEG-rhG-CSF, 20μg/kg, single s.c. at 48hrs after chemotherapy for each experimental cycle|Drug: YPEG-rhG-CSF, 30μg/kg, single s.c. at 48hrs after chemotherapy for each experimental cycle|Drug: YPEG-rhG-CSF, 45μg/kg, single s.c. at 48hrs after chemotherapy for each experimental cycle|Drug: PEG-rhG-CSF, 100μg/kg, single s.c. at 48hrs after chemotherapy for each experimental cycle","Xiamen Amoytop Biotech Co., Ltd.","Phase 2","80","Industry","Interventional","December 2013","January 2018","China","2013","2018","12","1","49","1.63265306122449"
"6172","NCT00827580","Completed","Breast Cancer","Drug: Eniluracil|Drug: Capecitabine","West Virginia University","Phase 1","35","Other","Interventional","January 2009","null","United States of America","2009","NA","1","NA","NA","NA"
"6173","NCT01164748","Completed","Breast Cancer","Radiation: Lymphoscintigraphy","Catharina Ziekenhuis Eindhoven","NA","NA","Other","Observational","null","null","Netherlands","NA","NA","NA","NA","NA","NA"
"6174","NCT03271853","Suspended","Breast Cancer","Device: Sentinel BreastScan II","First Sense Medical, LLC","NA","2000","Other","Observational","November 3, 2017","September 1, 2026","United States of America","2017","2026","11","9","106","18.8679245283019"
"6175","NCT01649271","Completed","Breast Cancer","Drug: Herceptin|Drug: afatinib|Drug: trastuzumab","Boehringer Ingelheim","Phase 1","13","Industry","Interventional","July 23, 2012","June 23, 2016","France","2012","2016","7","6","47","0.276595744680851"
"6176","NCT01880580","Completed","Breast Cancer","NA","Koning Corporation","NA","76","Industry|Other","Observational","July 2006","June 2012","United States of America","2006","2012","7","6","71","1.07042253521127"
"6177","NCT01738048","Completed","Breast Cancer","Procedure: Reconstruction","Rigshospitalet, Denmark","NA","1352","Other","Observational","January 2008","April 2008","Denmark","2008","2008","1","4","3","450.666666666667"
"6178","NCT02595957","Enrolling by invitation","Breast Cancer","NA","National Human Genome Research Institute (NHGRI)","NA","387","NIH","Observational","November 3, 2015","December 31, 2018","United States of America","2015","2018","11","12","37","10.4594594594595"
"6179","NCT01205503","Completed","Breast Cancer","Drug: Mesna|Drug: Saline|Drug: Doxorubicin|Drug: Cyclophosphamide","Mara Chambers","Phase 2","32","Other","Interventional","September 2010","April 2015","United States of America","2010","2015","9","4","55","0.581818181818182"
